id,event_id,name,distance_km,elevation_m,race_type,terrain,fee_eur,fee_rsd,cutoff,race_url,source,description,organizer,contact_email,participants,_event_id,_event_name,_event_date
08176854460fefb326f65c092fdd94f0,85bb93962e1bd02efeccf0ac43a8a9db,[10.0 km] Hike Adventure / Pešačka vodjena Tura,10.0,,Hiking,,15.0,1500.0,,https://trka.rs/races/1911-div%C4%8Da-winter-trail-hike-adventure-pe%C5%A1a%C4%8Dka-vodjena-/,trka.rs,https://westserbiatrails.com/,SU West Trails Vlasinska 2 Valjevo 14000,westserbiatrails@gmail.com,,85bb93962e1bd02efeccf0ac43a8a9db,Divča Winter Trail,2026-03-08
d040edab27c21f0e23e2e674ad0ba416,23d3ae7eeb1d2255a95db6b8cd327890,[21.1 km] Polumaraton,21.1,,Halfmarathon,,36.0,3600.0,,https://trka.rs/races/1874-11-kru%C5%A1eva%C4%8Dki-polumaraton-polumaraton/,trka.rs,-,ARK Maratonac,arkmaratonac11@hotmail.com,,23d3ae7eeb1d2255a95db6b8cd327890,11. Kruševački polumaraton,2026-03-15
154972e9c303d1adc5317d61e16e001e,23d3ae7eeb1d2255a95db6b8cd327890,[10.0 km] 10 km,10.0,,10 km,,36.0,3600.0,,https://trka.rs/races/1875-11-kru%C5%A1eva%C4%8Dki-polumaraton-10-km/,trka.rs,-,ARK Maratonac,arkmaratonac11@hotmail.com,,23d3ae7eeb1d2255a95db6b8cd327890,11. Kruševački polumaraton,2026-03-15
dcd946d1d31b90d4e722a1d8a6731c6b,23d3ae7eeb1d2255a95db6b8cd327890,[5.0 km] 5 km,5.0,,5 km,,36.0,3600.0,,https://trka.rs/races/1876-11-kru%C5%A1eva%C4%8Dki-polumaraton-5-km/,trka.rs,-,ARK Maratonac,arkmaratonac11@hotmail.com,,23d3ae7eeb1d2255a95db6b8cd327890,11. Kruševački polumaraton,2026-03-15
b746e834327ab8df7c6e184f6c49c2f3,dc94dd0aff5c5aaf164c027c799bbe37,[19.0 km] Serbia EPIC FRUŠKA GORA TRAIL #2,19.0,,Trail,trail,30.0,3500.0,,https://trka.rs/races/1839-serbia-epic-fru%C5%A1ka-gora-trail-2-serbia-epic-fru%C5%A1ka/,trka.rs,Serbia EPIC FRUŠKA GORA TRAIL #2,Biciklistički klub Novi Sad Temerinska 42 Novi Sad,novisadmtb2021@gmail.com,,dc94dd0aff5c5aaf164c027c799bbe37,Serbia EPIC FRUŠKA GORA TRAIL #2,2026-03-22
c9713d2178edd6956e9f40485c4fe371,dc94dd0aff5c5aaf164c027c799bbe37,[7.0 km] Serbia EPIC FRUŠKA GORA TRAIL #2,7.0,,Trail,trail,30.0,3500.0,,https://trka.rs/races/1840-serbia-epic-fru%C5%A1ka-gora-trail-2-serbia-epic-fru%C5%A1ka/,trka.rs,Serbia EPIC FRUŠKA GORA TRAIL #2,Biciklistički klub Novi Sad Temerinska 42 Novi Sad,novisadmtb2021@gmail.com,,dc94dd0aff5c5aaf164c027c799bbe37,Serbia EPIC FRUŠKA GORA TRAIL #2,2026-03-22
dfac035ac02d6acf230831e8b604a7d4,1b25d959104e7882669ca31ed7736393,[11.0 km] Hard OCR,11.0,,OCR,,52.0,5200.0,,https://trka.rs/races/1918-ultimate-ocr-ada-ciganlija-2026-hard-ocr/,trka.rs,"Dobrodošli na 𝗨𝗟𝗧𝗜𝗠𝗔𝗧𝗘 𝗢𝗖𝗥 𝟮𝟬𝟮𝟲, najdinamičniji OCR događaj u regionu, koji će se održati 28. marta 2026. u Beogradu na kultnoj Adi Ciganliji – mestu gde se adrenalinski sport, priroda i zajedništvo spajaju u jedno nezaboravno iskustvo. Ovog proleća spremili smo snažniji, kreativniji i potpuno unapređen koncept trke sa preprekama. Čeka vas dan pun izazova, energije i emocija, a staza će ponovo voditi kroz najlepše delove Ade – pored vode, kroz šumu i preko otvorenih terena koji prirodno formiraju savršen OCR poligon. Trkači će moći da biraju između više kategorija koje testiraju različite nivoe fizičke i mentalne izdržljivosti: 🙌FEEL OCR – 5 km / 15+ prepreka Savršena za početnike i za sve koji žele da iskuse čari jedne prave OCR trke. Zabavna, dinamična i pristupačna – idealan prvi korak u svet prepreka. 💪HARD OCR – 11 km / 30+ prepreka Staza za iskusne, odlučne i najspremnije. Tehnički zahtevna, fizički brutalna, mentalno izazovna – pravi OCR ispit na koji dolaze samo oni koji žele maksimum. 👫COUPLE OCR 5km/15+ prepreka – trčanje u paru Jedinstvena kategorija na kojoj partnerstvo postaje najjače oružje. Trka se trči na FEEL stazi, a svaki izazov savladavate zajedno – rame uz rame. 🚀KATEGORIJE🚀 🏆Pojedinačni plasman za žene i muškarce(HARD staza i FEEL OCR staza) 🏆Timski plasman- uslov za sticanje timskog plasmana je minimum četiri učesnika tima(dva muškarca i dve žene) na HARD OCR stazi 🏆COUPLE plasman( samo na FEEL OCR stazi) 💰KOTIZACIJA(UPLATA STARTNINA) 🔥PROMO PERIOD od 01.12. do 25.12. 🔥 FEEL OCR/COUPLE (5km) 3.900din HARD(11km) 4.200din ⚠️·od 26.12. do 20.01. ⚠️ FEEL OCR/COUPLE (5km) 4.200din HARD(11km) 4.500din ⚠️· od 21.01. do 20.02. ⚠️ FEEL OCR/COUPLE (5km) 4.500din HARD(11km) 4.900din ⚠️· Od 21.02. do 19.03. ⚠️ FEEL OCR/COUPLE (5km) 4.800din HARD(11km) 5.200din Prijave se zatvaraju 19.03.2026. Prijave na dan trke su moguće po ceni od 5.200din ali ne uključuju majicu i propratne stvari. 🏃‍♀‍KRENI STAZOM POBEDNIKA🏃 Ukoliko su vam potrebne dodatne informacije ili imate dodatna pitanja vezana za trku možete nas kontaktirati: 📞 064/159-52-81 📍ultimate_ocr 📨 office@ultimateocr.rs",SU ULTIMATE EVENT Viline Vode 47 Beograd,office@ultimateocr.rs,,1b25d959104e7882669ca31ed7736393,ULTIMATE OCR: ADA CIGANLIJA 2026,2026-03-28
eae2f4f7da1dc800f9318395e94821a2,1b25d959104e7882669ca31ed7736393,[5.0 km] Feel OCR,5.0,,OCR,,48.0,4800.0,,https://trka.rs/races/1919-ultimate-ocr-ada-ciganlija-2026-feel-ocr/,trka.rs,"Dobrodošli na 𝗨𝗟𝗧𝗜𝗠𝗔𝗧𝗘 𝗢𝗖𝗥 𝟮𝟬𝟮𝟲, najdinamičniji OCR događaj u regionu, koji će se održati 28. marta 2026. u Beogradu na kultnoj Adi Ciganliji – mestu gde se adrenalinski sport, priroda i zajedništvo spajaju u jedno nezaboravno iskustvo. Ovog proleća spremili smo snažniji, kreativniji i potpuno unapređen koncept trke sa preprekama. Čeka vas dan pun izazova, energije i emocija, a staza će ponovo voditi kroz najlepše delove Ade – pored vode, kroz šumu i preko otvorenih terena koji prirodno formiraju savršen OCR poligon. Trkači će moći da biraju između više kategorija koje testiraju različite nivoe fizičke i mentalne izdržljivosti: 🙌FEEL OCR – 5 km / 15+ prepreka Savršena za početnike i za sve koji žele da iskuse čari jedne prave OCR trke. Zabavna, dinamična i pristupačna – idealan prvi korak u svet prepreka. 💪HARD OCR – 11 km / 30+ prepreka Staza za iskusne, odlučne i najspremnije. Tehnički zahtevna, fizički brutalna, mentalno izazovna – pravi OCR ispit na koji dolaze samo oni koji žele maksimum. 👫COUPLE OCR 5km/15+ prepreka – trčanje u paru Jedinstvena kategorija na kojoj partnerstvo postaje najjače oružje. Trka se trči na FEEL stazi, a svaki izazov savladavate zajedno – rame uz rame. 🚀KATEGORIJE🚀 🏆Pojedinačni plasman za žene i muškarce(HARD staza i FEEL OCR staza) 🏆Timski plasman- uslov za sticanje timskog plasmana je minimum četiri učesnika tima(dva muškarca i dve žene) na HARD OCR stazi 🏆COUPLE plasman( samo na FEEL OCR stazi) 💰KOTIZACIJA(UPLATA STARTNINA) 🔥PROMO PERIOD od 01.12. do 25.12. 🔥 FEEL OCR/COUPLE (5km) 3.900din HARD(11km) 4.200din ⚠️·od 26.12. do 20.01. ⚠️ FEEL OCR/COUPLE (5km) 4.200din HARD(11km) 4.500din ⚠️· od 21.01. do 20.02. ⚠️ FEEL OCR/COUPLE (5km) 4.500din HARD(11km) 4.900din ⚠️· Od 21.02. do 19.03. ⚠️ FEEL OCR/COUPLE (5km) 4.800din HARD(11km) 5.200din Prijave se zatvaraju 19.03.2026. Prijave na dan trke su moguće po ceni od 5.200din ali ne uključuju majicu i propratne stvari. 🏃‍♀‍KRENI STAZOM POBEDNIKA🏃 Ukoliko su vam potrebne dodatne informacije ili imate dodatna pitanja vezana za trku možete nas kontaktirati: 📞 064/159-52-81 📍ultimate_ocr 📨 office@ultimateocr.rs",SU ULTIMATE EVENT Viline Vode 47 Beograd,office@ultimateocr.rs,,1b25d959104e7882669ca31ed7736393,ULTIMATE OCR: ADA CIGANLIJA 2026,2026-03-28
1998876c8e0f7faa89f4fb092994d8d5,1b25d959104e7882669ca31ed7736393,[5.0 km] Couple OCR (Male & Female),5.0,,OCR,,48.0,4800.0,,https://trka.rs/races/1920-ultimate-ocr-ada-ciganlija-2026-couple-ocr-male-fe/,trka.rs,"Dobrodošli na 𝗨𝗟𝗧𝗜𝗠𝗔𝗧𝗘 𝗢𝗖𝗥 𝟮𝟬𝟮𝟲, najdinamičniji OCR događaj u regionu, koji će se održati 28. marta 2026. u Beogradu na kultnoj Adi Ciganliji – mestu gde se adrenalinski sport, priroda i zajedništvo spajaju u jedno nezaboravno iskustvo. Ovog proleća spremili smo snažniji, kreativniji i potpuno unapređen koncept trke sa preprekama. Čeka vas dan pun izazova, energije i emocija, a staza će ponovo voditi kroz najlepše delove Ade – pored vode, kroz šumu i preko otvorenih terena koji prirodno formiraju savršen OCR poligon. Trkači će moći da biraju između više kategorija koje testiraju različite nivoe fizičke i mentalne izdržljivosti: 🙌FEEL OCR – 5 km / 15+ prepreka Savršena za početnike i za sve koji žele da iskuse čari jedne prave OCR trke. Zabavna, dinamična i pristupačna – idealan prvi korak u svet prepreka. 💪HARD OCR – 11 km / 30+ prepreka Staza za iskusne, odlučne i najspremnije. Tehnički zahtevna, fizički brutalna, mentalno izazovna – pravi OCR ispit na koji dolaze samo oni koji žele maksimum. 👫COUPLE OCR 5km/15+ prepreka – trčanje u paru Jedinstvena kategorija na kojoj partnerstvo postaje najjače oružje. Trka se trči na FEEL stazi, a svaki izazov savladavate zajedno – rame uz rame. 🚀KATEGORIJE🚀 🏆Pojedinačni plasman za žene i muškarce(HARD staza i FEEL OCR staza) 🏆Timski plasman- uslov za sticanje timskog plasmana je minimum četiri učesnika tima(dva muškarca i dve žene) na HARD OCR stazi 🏆COUPLE plasman( samo na FEEL OCR stazi) 💰KOTIZACIJA(UPLATA STARTNINA) 🔥PROMO PERIOD od 01.12. do 25.12. 🔥 FEEL OCR/COUPLE (5km) 3.900din HARD(11km) 4.200din ⚠️·od 26.12. do 20.01. ⚠️ FEEL OCR/COUPLE (5km) 4.200din HARD(11km) 4.500din ⚠️· od 21.01. do 20.02. ⚠️ FEEL OCR/COUPLE (5km) 4.500din HARD(11km) 4.900din ⚠️· Od 21.02. do 19.03. ⚠️ FEEL OCR/COUPLE (5km) 4.800din HARD(11km) 5.200din Prijave se zatvaraju 19.03.2026. Prijave na dan trke su moguće po ceni od 5.200din ali ne uključuju majicu i propratne stvari. 🏃‍♀‍KRENI STAZOM POBEDNIKA🏃 Ukoliko su vam potrebne dodatne informacije ili imate dodatna pitanja vezana za trku možete nas kontaktirati: 📞 064/159-52-81 📍ultimate_ocr 📨 office@ultimateocr.rs",SU ULTIMATE EVENT Viline Vode 47 Beograd,office@ultimateocr.rs,,1b25d959104e7882669ca31ed7736393,ULTIMATE OCR: ADA CIGANLIJA 2026,2026-03-28
0dfb5b543585dc293aec93c849147ad8,7b5c2b9073991dbf8f84c3a7cb00bb48,[10.0 km] 10 km,10.0,,10 km,,30.0,3000.0,,https://trka.rs/races/1856-9-be%C4%8Dejska-desetka-10-km/,trka.rs,-,AK Bečej Zelena 11 Bečej,akbecej@gmail.com,,7b5c2b9073991dbf8f84c3a7cb00bb48,9. Bečejska desetka,2026-03-28
c44e17028f87ccc4c85e4ea64239b98e,7b5c2b9073991dbf8f84c3a7cb00bb48,[5.0 km] 5 km,5.0,,5 km,,30.0,3000.0,,https://trka.rs/races/1857-9-be%C4%8Dejska-desetka-5-km/,trka.rs,-,AK Bečej Zelena 11 Bečej,akbecej@gmail.com,,7b5c2b9073991dbf8f84c3a7cb00bb48,9. Bečejska desetka,2026-03-28
30549d22c515b4ca0ee7fc0e2f63d3f2,7b5c2b9073991dbf8f84c3a7cb00bb48,[10.0 km] Štafeta 2 x 5 km,10.0,,Relay 10 km,,30.0,3000.0,,https://trka.rs/races/1858-9-becejska-desetka-stafeta-2-x-5-km/,trka.rs,-,AK Bečej Zelena 11 Bečej,akbecej@gmail.com,,7b5c2b9073991dbf8f84c3a7cb00bb48,9. Bečejska desetka,2026-03-28
54bd75bace3ff217adede7e6da09b716,5debb395aa59daedb29fbf036535e671,[6.0 km] Competitors,6.0,,OCR,,48.0,4800.0,,https://trka.rs/races/2014-ocr-invictus-challenge-petrovaradinska-tvr%C4%91ava-com/,trka.rs,"U Competitors kategoriji, takmičari startuju prvi, u manjim grupama, i nose posebno obeležje – traku na glavi. Moraju savladati sve obavezne prepreke, a za svaku prepreku koju ne uspeju da savladaju dodaje im se kazneno vreme. Ova kategorija namenjena onima koji se bore za postolje i bodove u OCR Invictus Challenge ligi. Takmičari iz ove kategorije startuju prvi, podeljeni u manje grupe. Važno obaveštenje: Ove godine trčiš u dresu koji nosi tvoje ime. Uvodimo personalizovane majice sa imenom ili nadimkom. Tekst koji želiš na dresu upiši u polje Napomena prilikom prijave. Personalizovani dres dostupan je za sve prijave i uplate realizovane do 28. februara.",SU Invictus NS 021 Stevana Doronjskog 7 Novi Sad,office@invictuschallenge.rs,,5debb395aa59daedb29fbf036535e671,OCR Invictus Challenge Petrovaradinska tvrđava,2026-04-04
36e191a51fd65ce513e17bfbeab20993,5debb395aa59daedb29fbf036535e671,[6.0 km] Open,6.0,,OCR,,45.0,4500.0,,https://trka.rs/races/2015-ocr-invictus-challenge-petrovaradinska-tvr%C4%91ava-ope/,trka.rs,"Kategorija Open namenjena je učesnicima koji nisu u konkurenciji za osvajanje postolja na trci niti za bodove u OCR Invictus Challenge ligi. Bez obzira na plasman koji ostvare, učesnici ove kategorije ne mogu biti proglašeni pobednicima na generalnom postolju, ali mogu ostvariti pobedu u okviru svoje starosne kategorije. Staza i prepreke iste su kao i za takmičarsku kategoriju, omogućavajući učesnicima da uživaju u izazovu i pruže svoj maksimum. Važno obaveštenje: Ove godine trčiš u dresu koji nosi tvoje ime. Uvodimo personalizovane majice sa imenom ili nadimkom. Tekst koji želiš na dresu upiši u polje Napomena prilikom prijave. Personalizovani dres dostupan je za sve prijave i uplate realizovane do 28. februara.",SU Invictus NS 021 Stevana Doronjskog 7 Novi Sad,office@invictuschallenge.rs,,5debb395aa59daedb29fbf036535e671,OCR Invictus Challenge Petrovaradinska tvrđava,2026-04-04
99cbc2ce47eab0fb484554dda3ae90c3,5debb395aa59daedb29fbf036535e671,[6.0 km] Savez,6.0,,OCR,,30.0,3000.0,,https://trka.rs/races/2016-ocr-invictus-challenge-petrovaradinska-tvr%C4%91ava-sav/,trka.rs,"Kategorija Savez namenjena je isključivo studentima. Prilikom prijave, studenti su obavezni da u polju “klub” navedu naziv svog fakulteta, dok u polju “napomena” unose broj indeksa radi identifikacije.Takmičari ove kategorije imaju posebno bodovanje u okviru lige. Studenti mogu da biraju da li žele majicu u startnom paketu; ako ne žele, kotizacija se umanjuje i iznosi 3.000 RSD",SU Invictus NS 021 Stevana Doronjskog 7 Novi Sad,office@invictuschallenge.rs,,5debb395aa59daedb29fbf036535e671,OCR Invictus Challenge Petrovaradinska tvrđava,2026-04-04
1fef4682072250ef07f71df585278120,5debb395aa59daedb29fbf036535e671,[6.0 km] Fun,6.0,,OCR,,30.0,3000.0,,https://trka.rs/races/2017-ocr-invictus-challenge-petrovaradinska-tvr%C4%91ava-fun/,trka.rs,"Kategorija Fun idealna je za početnike i rekreativce kojima je cilj da uživaju u trci bez opterećenja plasmanom. Učesnici nisu u obavezi da savladavaju prepreke, a startni paket ne uključuje majicu ni čip za merenje vremena.",SU Invictus NS 021 Stevana Doronjskog 7 Novi Sad,office@invictuschallenge.rs,,5debb395aa59daedb29fbf036535e671,OCR Invictus Challenge Petrovaradinska tvrđava,2026-04-04
774f080a77c3cfd655e22d4426bb6e78,5debb395aa59daedb29fbf036535e671,[6.0 km] WackySheep x Invictus - Competitors,6.0,,OCR,,50.0,5000.0,,https://trka.rs/races/2018-ocr-invictus-challenge-petrovaradinska-tvr%C4%91ava-wac/,trka.rs,"Specijalna kategorija – Invictus x Wacky Sheep Specijalna kategorija je deo Competitors kategorije i podrazumeva potpuno isti format trke – istu stazu, iste prepreke i ista pravila. Ono što je čini posebnom jeste limitirana majica, nastala kroz ekskluzivnu Invictus x Wacky Sheep kolaboraciju, dizajnirana posebno za ovu priliku i dostupna isključivo učesnicima specijalne kategorije. Učesnici ove kategorije imaće mogućnost da u polju NAPOMENA prilikom prijave upišu nickname koji žele da im bude odštampan na majici. Prijave za specijalnu kategoriju otvorene su do 13. februara, nakon čega se kategorija zatvara.",SU Invictus NS 021 Stevana Doronjskog 7 Novi Sad,office@invictuschallenge.rs,,5debb395aa59daedb29fbf036535e671,OCR Invictus Challenge Petrovaradinska tvrđava,2026-04-04
cdac01ab9d5e85c337019136b1679a1c,fe24e40a546065df4b31339f0b640127,[21.1 km] Polumaraton,21.1,,Halfmarathon,,30.0,3000.0,,https://trka.rs/races/1850-7-jagodinski-polumaraton-polumaraton/,trka.rs,"Sertifikovana staza -Startni paket (polumaraton i trka na 10km): • Finišer medalja na cilju • Startni broj sa čipom • Aktivna majica za stratnine uplaćene do 21.03. 2026 • Pokloni sponzora • Okrepa na stazi i cilju • Zdravstveno obezbeđenje na stazi i cilju • Rezultati (online) • Diploma (online) Podela startnih paketa: • U subotu 4.4. 2026. u OŠ 17 Oktobar od 15-21 h • U nedelju na dan trke, OŠ 17 Oktobar od 8-9 h Kategorije (polumaraton i trka na 10km): • Apsolutna kategorija (muška/ženska) • Starosne kategorije (muška/ženska): o 35 - 44 o 45 - 54 o 55 - 64 o 65+ Nagrade: • Novčane nagrade za prva tri mesta (5,10 i 21 km) • Pehari za prva tri mesta (5,10 i 21 km) • Pehar za prvo mesto u svim kategorijama za 21 i 10 km • Pehar za najstarijeg učesnika Novčane nagrade - Polumaraton u apsolutnim kategorijama muškarci/žene: • 1.mesto 25.000.00rsd • 2.mesto 20.000.00rsd • 3.mesto 15.000.00rsd Novčane nagrade - Trka na 10 km u apsolutnim kategorijama muškarci/žene: • 1.mesto 20.000.00rsd • 2.mesto 15.000.00rsd • 3.mesto 10.000.00rsd Novčane nagrade - Trka na 5 km u apsolutnim kategorijama muškarci/žene: • 1.mesto 15.000.00rsd • 2.mesto 10.000.00rsd • 3.mesto 5.000.00rsd",Savez za rekreativni sport grada Jagodina Kneginje Milice 80 Jagodina,jagodinskimaraton@gmail.com,,fe24e40a546065df4b31339f0b640127,7. Jagodinski polumaraton,2026-04-05
882e7d354bb8c6f97667b16d1eece994,fe24e40a546065df4b31339f0b640127,[10.0 km] 10 km,10.0,,10 km,,30.0,3000.0,,https://trka.rs/races/1851-7-jagodinski-polumaraton-10-km/,trka.rs,"-Sertifikovana staza -Startni paket (polumaraton i trka na 10km): • Finišer medalja na cilju • Startni broj sa čipom • Aktivna majica za stratnine uplaćene do 21.03. 2026 • Pokloni sponzora • Okrepa na stazi i cilju • Zdravstveno obezbeđenje na stazi i cilju • Rezultati (online) • Diploma (online) Podela startnih paketa: • U subotu 4.4. 2026. u OŠ 17 Oktobar od 15-21 h • U nedelju na dan trke, OŠ 17 Oktobar od 8-9 h Kategorije (polumaraton i trka na 10km): • Apsolutna kategorija (muška/ženska) • Starosne kategorije (muška/ženska): o 35 - 44 o 45 - 54 o 55 - 64 o 65+ Nagrade: • Novčane nagrade za prva tri mesta (5,10 i 21 km) • Pehari za prva tri mesta (5,10 i 21 km) • Pehar za prvo mesto u svim kategorijama za 21 i 10 km • Pehar za najstarijeg učesnika Novčane nagrade - Polumaraton u apsolutnim kategorijama muškarci/žene: • 1.mesto 25.000.00rsd • 2.mesto 20.000.00rsd • 3.mesto 15.000.00rsd Novčane nagrade - Trka na 10 km u apsolutnim kategorijama muškarci/žene: • 1.mesto 20.000.00rsd • 2.mesto 15.000.00rsd • 3.mesto 10.000.00rsd Novčane nagrade - Trka na 5 km u apsolutnim kategorijama muškarci/žene: • 1.mesto 15.000.00rsd • 2.mesto 10.000.00rsd • 3.mesto 5.000.00rsd",Savez za rekreativni sport grada Jagodina Kneginje Milice 80 Jagodina,jagodinskimaraton@gmail.com,,fe24e40a546065df4b31339f0b640127,7. Jagodinski polumaraton,2026-04-05
7b025c23b3b6f00099ff02bd97f70c8d,fe24e40a546065df4b31339f0b640127,[5.0 km] 5 km,5.0,,5 km,,30.0,3000.0,,https://trka.rs/races/1852-7-jagodinski-polumaraton-5-km/,trka.rs,"-Sertifikovana staza -Startni paket (polumaraton i trka na 10km): • Finišer medalja na cilju • Startni broj sa čipom • Aktivna majica za stratnine uplaćene do 21.03. 2026 • Pokloni sponzora • Okrepa na stazi i cilju • Zdravstveno obezbeđenje na stazi i cilju • Rezultati (online) • Diploma (online) Podela startnih paketa: • U subotu 4.4. 2026. u OŠ 17 Oktobar od 15-21 h • U nedelju na dan trke, OŠ 17 Oktobar od 8-9 h Kategorije (polumaraton i trka na 10km): • Apsolutna kategorija (muška/ženska) • Starosne kategorije (muška/ženska): o 35 - 44 o 45 - 54 o 55 - 64 o 65+ Nagrade: • Novčane nagrade za prva tri mesta (5,10 i 21 km) • Pehari za prva tri mesta (5,10 i 21 km) • Pehar za prvo mesto u svim kategorijama za 21 i 10 km • Pehar za najstarijeg učesnika Novčane nagrade - Polumaraton u apsolutnim kategorijama muškarci/žene: • 1.mesto 25.000.00rsd • 2.mesto 20.000.00rsd • 3.mesto 15.000.00rsd Novčane nagrade - Trka na 10 km u apsolutnim kategorijama muškarci/žene: • 1.mesto 20.000.00rsd • 2.mesto 15.000.00rsd • 3.mesto 10.000.00rsd Novčane nagrade - Trka na 5 km u apsolutnim kategorijama muškarci/žene: • 1.mesto 15.000.00rsd • 2.mesto 10.000.00rsd • 3.mesto 5.000.00rsd",Savez za rekreativni sport grada Jagodina Kneginje Milice 80 Jagodina,jagodinskimaraton@gmail.com,,fe24e40a546065df4b31339f0b640127,7. Jagodinski polumaraton,2026-04-05
d85c01255bf1b4f1e78ae124273b9aee,e5aa34fb270f6a024430d47ff9ca3d91,[21.1 km] Polumaraton,21.1,,Halfmarathon,,35.0,4200.0,,https://trka.rs/races/1922-9-ostro%C5%A1ki-polumaraton-polumaraton/,trka.rs,-,Atletski klub Nikšić Nikšić,akniksic@gmail.com,,e5aa34fb270f6a024430d47ff9ca3d91,9. Ostroški polumaraton,2026-04-11
754d6db90857f6d5127464643def9855,e5aa34fb270f6a024430d47ff9ca3d91,[9.0 km] Trka zadovoljstva,9.0,,Road race,road,30.0,3600.0,,https://trka.rs/races/1923-9-ostro%C5%A1ki-polumaraton-trka-zadovoljstva/,trka.rs,-,Atletski klub Nikšić Nikšić,akniksic@gmail.com,,e5aa34fb270f6a024430d47ff9ca3d91,9. Ostroški polumaraton,2026-04-11
1d5cc528a14b998aaa1d6408c59bfcc7,07ec55ec756eec98c3c6896d245dee27,[34.0 km] Red Race 34km,34.0,,Trail,trail,42.0,4200.0,,https://trka.rs/races/1912-jablanik-trail-red-race-34km/,trka.rs,https://westserbiatrails.com/,SU West Trails Vlasinska 2 Valjevo 14000,westserbiatrails@gmail.com,,07ec55ec756eec98c3c6896d245dee27,Jablanik Trail,2026-04-11
24acc85eb0e05c09556a89755d9e7ad9,07ec55ec756eec98c3c6896d245dee27,[15.0 km] Blue Race 15 km,15.0,,Trail,trail,38.0,3800.0,,https://trka.rs/races/1913-jablanik-trail-blue-race-15-km/,trka.rs,https://westserbiatrails.com/,SU West Trails Vlasinska 2 Valjevo 14000,westserbiatrails@gmail.com,,07ec55ec756eec98c3c6896d245dee27,Jablanik Trail,2026-04-11
9f3a30c22cfda3c7a9a0a6d75331bd6c,07ec55ec756eec98c3c6896d245dee27,[8.0 km] Green Race 8km,8.0,,Trail,trail,36.0,3600.0,,https://trka.rs/races/1914-jablanik-trail-green-race-8km/,trka.rs,https://westserbiatrails.com/,SU West Trails Vlasinska 2 Valjevo 14000,westserbiatrails@gmail.com,,07ec55ec756eec98c3c6896d245dee27,Jablanik Trail,2026-04-11
40fe349cc086c95c130fd8cf3f075cdd,07ec55ec756eec98c3c6896d245dee27,[10.0 km] Hike Adventure / Pešačka vodjena Tura,10.0,,Hiking,,15.0,1500.0,,https://trka.rs/races/1915-jablanik-trail-hike-adventure-pe%C5%A1a%C4%8Dka-vodjena-tura/,trka.rs,https://westserbiatrails.com/,SU West Trails Vlasinska 2 Valjevo 14000,westserbiatrails@gmail.com,,07ec55ec756eec98c3c6896d245dee27,Jablanik Trail,2026-04-11
1120355eac73132cb62b67f4ba8cdb4e,8c7f0f3dd99f0f058ea697dcd39057e0,[12.0 km] 💦 Veliki Rzav,12.0,,OCR,,44.0,4400.0,,https://trka.rs/races/1906-6-rzav-challenge-veliki-rzav/,trka.rs,"🔷 12 km - duža, zahtevnija i idealna za sve koji žele malo jači test. Šesta godina zaredom i već se zna: ova ruta nije samo trčanje, ovo je avantura preko brda, kroz šume i duž Rzava, gde se snaga i izdržljivost lepo pomešaju sa dobrom energijom i smehom. Šta te čeka na 12 km? 🔷 Prvi delovi staze vode kroz gustu šumu, preko prirodnih prepreka, uspona i spusteva koji dobro “otvore pluća”. Taman kad pomisliš da si ušao u ritam - trasa skreće u nove izazove: zemljani grebeni, strmiji delovi i tehnički uski puteljci koji zahtevaju koncentraciju. Reka Rzav - ali u dužoj verziji 🔷 Za razliku od 7 km, ovde ti Rzav ne dolazi samo jednom. Imaš više dodira s rekom: prelaz preko plićih delova, trčanje tik uz vodu, pa čak i nekoliko hladnih delova koji osveže taman kad treba. Profesionalci ovde mogu juriti savršen tempo između tehničkih prepreka, dok oni koji su došli da uživaju dobijaju idealan spoj avanture i prirode. Veštačke prepreke - level up Na 12 km stazi čeka te sve što voliš sa kraćih ruta, samo malo pojačano: 🔹 konstrukcije za penjanje, 🔹 duže mreže za provlačenje, 🔹 gredi i platforme koje testiraju balans, 🔹 proširena blatnjava zona koja garantuje da niko ne ostane čist. 🏃‍♂️ Staza je napravljena tako da se smeju i oni koji trče lagano, ali da se oznoje i oni najspremniji. Za takmičare ⬇️ Ovo je trasa idealna za sve koji hoće da vide gde su granice - kondicije, tehnike, izdržljivosti. Brzi delovi između prepreka omogućavaju ozbiljan tempo, a tehnički segmenti prave razliku. Za timove i društvo 🏃‍♂️🏃‍♀️🏃‍♂️🏃‍♀️🏃‍♂️ 🔷 Iako je zahtevnija, 12 km je i dalje savršena za ekipe koje žele da je pređu zajedno. Uz pomoć, šale i zajedničko savladavanje prepreka, vreme proleti - a uspomene ostanu. ✔️ Rzav Challenge 12 km je za sve koji žele više: više prirode, više izazova, više kilometara i više zadovoljstva kad pređu cilj. Teško je, ali vredi - i zato se vraćamo svake godine. 🎯",SU S-GYM Vojislava Popovića bb Arilje,office@s-gym.rs,,8c7f0f3dd99f0f058ea697dcd39057e0,6. Rzav Challenge,2026-04-26
